    0.306279733055477754E+01    0.386735985969756868E+01    0.500645129614047280E+00    0.265425776646501888E+01    0.633525183867173247E+01    0.199846101158064837E+07    0.265776211081421465E+02    0.154291087233329494E+01    0.238226934824234071E+01    0.151148736529676668E+02    0.149453347812908408E+02    0.150222515478355252E+02   -0.862009132535932387E+01
    0.456061079302547689E+01    0.179946597526963092E+01    0.778489817511081039E+01    0.664764123916877381E+01    0.787458390573448419E+01    0.234267202809914127E+08    0.218580692041917821E+02    0.187729209091503119E+00    0.250423065309842663E+01    0.148949132117662408E+02    0.147931145142477352E+02    0.148350958240092758E+02   -0.785059861415959048E+01
    0.319249757056547789E+01    0.140939938522398922E+01    0.668513737631912086E+01    0.452141100267894469E+01    0.607985447287821223E+01    0.727593734818597586E+05    0.606584212996730709E+00    0.125002846776156673E+01    0.242450153876128738E+01    0.152296055433641371E+02    0.150170391412272028E+02    0.150439777511209822E+02   -0.733889725797331138E+01
    0.446691761372234009E+01    0.786374944229782002E+01    0.571570252826991698E+01    0.364258268288404352E+01    0.573408854630007170E+01    0.707077630340542055E+04    0.304524197374260119E+00    0.164467468380523840E+01    0.286975441038043044E+01    0.148890485669341253E+02    0.147941787270001583E+02    0.148155364755887788E+02   -0.704068680516985346E+01
    0.551148282526626954E+01    0.483821663628365262E+00    0.642243343220062357E+01    0.378276194420841616E+01    0.700351670729236986E+01    0.232540948962712241E+07    0.840410589008992019E+02    0.934405680634890823E+00    0.294090212712501620E+01    0.147988684501903833E+02    0.147531531077016318E+02    0.147512453611164371E+02   -0.670604936052686895E+01
    0.304486568958571313E+01    0.760444178666784509E+01    0.700075733522197741E+01    0.582626689880149051E+01    0.602785792952923583E+01    0.759253024831345975E+08    0.201921633148616252E+03    0.201879595101772491E+01    0.303441977611023539E+01    0.151416733559817889E+02    0.149886490395183944E+02    0.149886026418794209E+02   -0.664238247329007958E+01
    0.309729719651808555E+01    0.471868805662013990E+01    0.472337767394391683E+01    0.466536175291704680E+01    0.531960254938558741E+01    0.130838467330638114E+08    0.976030599858641040E+03    0.241070361714764647E+00    0.288583140383508674E+01    0.150735209135210724E+02    0.149421078068889202E+02    0.149102008202145946E+02   -0.655004538166754990E+01
    0.441841591564787173E+01    0.617337141610489137E+01    0.444752885949192134E+01    0.361472177956452789E+01    0.784870698536952371E+01    0.105283316925709136E+08    0.313662116534596525E+01    0.378975565361262645E+00    0.267346725871697100E+01    0.149025534183563231E+02    0.148459516475222948E+02    0.148468305709309991E+02   -0.647720076493712149E+01
    0.446456670197659200E+01    0.369930857988491502E+01    0.744788947784968958E+01    0.224808581521529272E+01    0.549659337304222362E+01    0.167603577685537566E+05    0.368360925679090567E+00    0.765495444083250098E+00    0.291469079864190039E+01    0.148809721199217240E+02    0.148462374413688547E+02    0.147978217363714375E+02   -0.646290700732736401E+01
    0.451329604896716230E+01    0.567751340824239126E+01    0.772942201256359240E+01    0.658017280128034354E+01    0.791704611047086448E+01    0.808546265970637614E+05    0.125164360210381331E+01    0.255209417751739442E+01    0.240630169689363127E+01    0.149141702065344290E+02    0.148229918931971323E+02    0.148486906272460235E+02   -0.637676046951785747E+01
    0.555313817563893153E+01    0.752136656535025150E+01    0.185920590582829970E+01    0.565426692987333279E+01    0.654669515052514406E+01    0.133346837543323795E+04    0.394238655146130212E-01    0.439567329796639683E+01    0.270445526142339832E+01    0.148147128464136806E+02    0.147686454756944894E+02    0.147730066966715992E+02   -0.622388362832345621E+01
    0.416170253716642957E+01    0.391058150122401083E+01    0.283642996705988848E+01    0.430519962796718936E+01    0.639153592876816390E+01    0.192311264687634353E+07    0.569125258449236711E+02    0.383703789821437047E+01    0.240450390350116638E+01    0.149795403237659084E+02    0.148136197147930240E+02    0.148619250325310919E+02   -0.622075340166365809E+01
